city,area,expenditures,communal_meal_parti,common_purchase_food_parti,community_workshop_parti,work_exchange_parti,fundraising_parti,communal_child_care_parti,prepare_for_fund_parti,communal_construction_parti,property_invasion_parti,security_committee_parti,election_champaign_parti,denomination,religiousness,bins,n_bins,binnr,score2_1,score2_2,score2_1sq,score2_2sq,score2_1cu,score2_2cu,moremoneyold,moremoneynew,winnersvsalwayslosers,losersvsalwayswinners,group,householdsize,ageresponder,schooling_resp,protestant,attendance,attendpermonth,Received_BDH
guayaquil,tarqui,300,0,0,0,0,1,0,0,0,0,0,0,catholic,2,38.599998,126,18,2.033999,2.033999,4.1371517,4.1371517,8.4149628,8.4149628,1,0,,0,losers,4,47,12,0,never,0,0
guayaquil,tarqui,200,0,0,0,0,0,0,0,0,0,0,0,catholic,6,33.799999,112,6,-2.7220016,0,7.4092922,0,-20.168106,0,1,1,,1,always-winners,5,42,6,0,never,0,1
guayaquil,tarqui,260,0,0,0,0,0,0,0,0,0,0,0,catholic,9,37,85,14,.79099882,.79099882,.62567914,.62567914,.49491146,.49491146,1,0,,0,losers,5,31,6,0,once a week,4,0
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,8,39.799999,139,21,3.526999,3.526999,12.439722,12.439722,43.874886,43.874886,1,0,,0,losers,6,38,8,0,once a week,4,0
guayaquil,tarqui,300,0,0,0,0,1,0,0,1,0,0,0,catholic,6,40.200001,116,22,3.8430009,3.8430009,14.768656,14.768656,56.755959,56.755959,1,0,,0,losers,5,34,12,0,2 to 3 times a month,2.5,0
guayaquil,tarqui,80,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,7,37.400002,103,15,.998999,.998999,.99799901,.99799901,.99699998,.99699998,1,0,,0,losers,3,41,6,1,less than once a month,0,0
guayaquil,tarqui,220,0,0,0,0,0,1,0,0,0,0,0,catholic,7,35.400002,120,10,-1.1089989,0,1.2298785,0,-1.3639339,0,1,1,,1,always-winners,4,44,8,0,once a week,4,1
guayaquil,tarqui,150,0,0,0,0,0,0,0,1,0,0,0,catholic,8,39.799999,139,21,3.2030015,3.2030015,10.259218,10.259218,32.860294,32.860294,1,0,,0,losers,3,41,12,0,once a week,4,0
guayaquil,tarqui,300,0,0,0,0,1,0,0,0,0,0,0,catholic,5,36.599998,96,13,.36200181,.36200181,.13104531,.13104531,.047438636,.047438636,0,0,0,,always-losers,3,28,6,0,once a month,1,0
guayaquil,tarqui,550,0,0,0,0,0,0,0,0,0,0,0,catholic,5,37.799999,110,16,1.2110008,1.2110008,1.4665229,1.4665229,1.7759604,1.7759604,0,0,0,,always-losers,4,38,17,0,only for special occasions,0,0
guayaquil,tarqui,550,1,0,0,1,0,0,0,1,0,1,0,non-catholic christian,10,34.599998,120,8,-1.744001,0,3.0415397,0,-5.3044481,0,1,1,,1,always-winners,4,32,12,1,2 to 3 times a week,10,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,7,39.799999,139,21,3.5699983,3.5699983,12.744887,12.744887,45.499226,45.499226,1,0,,0,losers,4,37,12,0,2 to 3 times a month,2.5,0
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,5,32.200001,94,2,-4.1209998,0,16.982639,0,-69.985451,0,1,1,,1,always-winners,5,40,12,0,never,0,1
guayaquil,tarqui,200,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,7,35.400002,120,10,-1.0329987,0,1.0670862,0,-1.1022987,0,1,1,,1,always-winners,2,66,6,1,2 to 3 times a week,10,0
guayaquil,tarqui,80,0,0,0,0,1,0,0,1,0,0,0,catholic,10,35,146,9,-1.4170014,0,2.0078928,0,-2.8451869,0,0,1,1,,winners,2,51,3,0,2 to 3 times a month,2.5,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,10,40.599998,144,23,4.2709985,4.2709985,18.241428,18.241428,77.909111,77.909111,1,0,,0,losers,3,45,9,1,once a week,4,0
guayaquil,tarqui,350,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,5,36.200001,171,12,-.18000183,0,.032400656,0,-.0058321776,0,0,1,1,,winners,3,36,9,1,once a week,4,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,3,38.200001,139,17,1.6529983,1.6529983,2.7324035,2.7324035,4.5166583,4.5166583,1,0,,0,losers,5,27,6,0,only for special occasions,0,1
guayaquil,tarqui,350,0,0,0,0,1,0,0,0,0,0,0,non-catholic christian,5,32.599998,81,3,-3.7819991,0,14.303517,0,-54.09589,0,1,1,,1,always-winners,4,35,6,1,2 to 3 times a month,2.5,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,6,34.200001,121,7,-2.151998,0,4.6310954,0,-9.9661083,0,0,1,1,,winners,4,47,9,0,only for special occasions,0,1
guayaquil,tarqui,400,0,0,0,0,0,0,0,1,0,0,0,catholic,8,32.599998,81,3,-3.7920012,0,14.379273,0,-54.526222,0,1,1,,1,always-winners,5,33,6,0,less than once a month,0,1
guayaquil,tarqui,900,0,0,0,0,0,0,0,0,0,0,0,catholic,5,35.799999,117,11,-.6279999,0,.39438388,0,-.24767303,0,1,1,,1,always-winners,17,59,6,0,2 to 3 times a month,2.5,1
guayaquil,tarqui,230,0,0,0,0,0,0,0,0,0,0,0,catholic,5,34.200001,121,7,-2.322,0,5.3916841,0,-12.51949,0,0,1,1,,winners,5,33,9,0,less than once a month,0,1
guayaquil,tarqui,200,0,0,0,0,0,0,0,0,0,0,0,catholic,10,33.799999,112,6,-2.6730018,0,7.1449385,0,-19.098433,0,0,1,1,,winners,3,34,10,0,2 to 3 times a week,10,1
guayaquil,tarqui,150,0,0,0,0,0,0,0,0,0,0,0,atheist/none,0,36.599998,96,13,.18699875,.18699875,.034968533,.034968533,.0065390724,.0065390724,1,0,,0,losers,6,47,8,0,never,0,0
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,5,32.200001,94,2,-4.2710013,0,18.241453,0,-77.909271,0,0,1,1,,winners,4,38,6,0,once a week,4,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,5,35,146,9,-1.5399987,0,2.3715959,0,-3.6522543,0,1,1,,1,always-winners,5,29,6,0,only for special occasions,0,1
guayaquil,tarqui,400,0,0,0,0,0,0,0,0,0,0,0,catholic,6,33.400002,113,5,-2.9040008,0,8.4332209,0,-24.490078,0,1,1,,1,always-winners,6,52,0,0,less than once a month,0,1
guayaquil,tarqui,325,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,7,36.200001,171,12,-.33799896,0,.11424329,0,-.038614113,0,0,1,1,,winners,2,39,6,1,2 to 3 times a month,2.5,1
guayaquil,tarqui,250,0,0,0,0,1,0,1,1,0,1,0,catholic,5,31.799999,47,1,-4.5659995,0,20.848352,0,-95.193565,0,1,1,,1,always-winners,3,28,8,0,once a week,4,1
guayaquil,tarqui,200,0,0,0,0,0,0,0,0,0,0,0,catholic,1,39,110,19,2.6439996,2.6439996,6.9907336,6.9907336,18.483498,18.483498,1,0,,0,losers,2,37,9,0,less than once a month,0,0
guayaquil,tarqui,200,0,0,0,0,0,0,0,1,0,0,0,catholic,10,37,85,14,.51500165,.51500165,.26522669,.26522669,.13659219,.13659219,1,0,,0,losers,5,38,12,0,once a month,1,0
guayaquil,tarqui,400,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,5,31.799999,47,1,-4.4209991,0,19.545233,0,-86.409454,0,1,1,,1,always-winners,6,60,6,1,once a month,1,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,10,38.599998,126,18,2.1570001,2.1570001,4.6526494,4.6526494,10.035765,10.035765,1,0,,0,losers,5,30,6,0,only for special occasions,0,0
guayaquil,tarqui,200,1,0,0,0,1,0,0,0,0,1,0,non-catholic christian,5,31.799999,47,1,-4.4460006,0,19.766922,0,-87.883743,0,1,1,,1,always-winners,2,33,6,1,2 to 3 times a week,10,1
guayaquil,tarqui,380,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,5,38.599998,126,18,2.2600007,2.2600007,5.1076031,5.1076031,11.543187,11.543187,1,0,,0,losers,6,51,6,1,only for special occasions,0,0
guayaquil,tarqui,180,0,0,0,0,1,0,0,0,0,0,0,catholic,5,37.400002,103,15,1.1700004,1.1700004,1.368901,1.368901,1.6016148,1.6016148,1,0,,0,losers,2,52,6,0,only for special occasions,0,0
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,6,32.599998,81,3,-3.9679999,0,15.745024,0,-62.476254,0,0,1,1,,winners,3,44,10,0,once a week,4,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,5,39.400002,133,20,3.0080018,3.0080018,9.0480747,9.0480747,27.216625,27.216625,1,0,,0,losers,5,37,9,0,only for special occasions,0,0
guayaquil,tarqui,280,0,0,0,1,1,0,0,1,0,1,0,catholic,10,33.799999,112,6,-2.7049994,0,7.3170218,0,-19.79254,0,0,1,1,,winners,5,66,6,0,once a week,4,1
guayaquil,tarqui,250,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,5,37.400002,103,15,1.0469993,1.0469993,1.0962076,1.0962076,1.1477287,1.1477287,1,0,,0,losers,2,44,6,1,never,0,0
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,6,35.799999,117,11,-.66100085,0,.43692213,0,-.2888059,0,1,1,,1,always-winners,4,31,6,0,once a month,1,1
guayaquil,tarqui,200,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,7,33,102,4,-3.2870002,0,10.80437,0,-35.513966,0,1,1,,1,always-winners,6,34,12,1,less than once a month,0,1
guayaquil,tarqui,250,0,0,0,0,0,0,0,0,0,0,0,catholic,8,36.599998,96,13,.24899903,.24899903,.062000517,.062000517,.015438069,.015438069,1,0,,0,losers,2,61,3,0,2 to 3 times a month,2.5,0
guayaquil,tarqui,200,0,0,0,0,0,0,0,0,0,0,0,catholic,9,35,146,9,-1.2549988,0,1.575022,0,-1.9766507,0,1,1,,1,always-winners,2,60,0,0,less than once a month,0,1
guayaquil,tarqui,260,0,0,0,0,0,0,0,0,0,0,0,catholic,5,33,102,4,-3.2549987,0,10.595016,0,-34.486763,0,1,1,,1,always-winners,5,30,8,0,less than once a month,0,1
guayaquil,tarqui,180,0,0,0,0,0,0,0,0,0,0,0,catholic,2,39.400002,133,20,3.1369996,3.1369996,9.8407669,9.8407669,30.870481,30.870481,1,0,,0,losers,4,25,12,0,less than once a month,0,0
guayaquil,tarqui,250,0,0,0,0,0,0,0,0,0,0,0,catholic,8,40.200001,116,22,3.841002,3.841002,14.753296,14.753296,56.667439,56.667439,1,0,,0,losers,4,31,12,0,once a week,4,0
guayaquil,tarqui,200,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,9,33.799999,112,6,-2.6649985,0,7.1022172,0,-18.927399,0,1,1,,1,always-winners,4,36,9,1,4 to 6 times a week,20,0
guayaquil,tarqui,200,0,0,0,0,0,0,0,0,0,0,0,catholic,5,38.599998,126,18,2.3090005,2.3090005,5.3314834,5.3314834,12.310397,12.310397,1,0,,0,losers,4,30,9,0,once a week,4,0
guayaquil,tarqui,500,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,8,39.799999,139,21,3.591002,3.591002,12.895295,12.895295,46.30703,46.30703,1,0,,0,losers,5,37,16,1,2 to 3 times a week,10,0
guayaquil,tarqui,300,0,0,0,0,0,1,0,0,0,0,0,non-catholic christian,8,35,146,9,-1.357,0,1.841449,0,-2.4988463,0,1,1,,1,always-winners,6,37,9,1,2 to 3 times a week,10,1
guayaquil,tarqui,200,0,0,0,0,0,0,1,1,0,0,0,catholic,10,31.799999,47,1,-4.5640006,0,20.830101,0,-95.068596,0,0,1,1,,winners,5,31,6,0,once a week,4,0
guayaquil,tarqui,280,0,0,0,0,0,0,0,0,0,0,0,atheist/none,0,40.599998,144,23,4.2540002,4.2540002,18.096518,18.096518,76.98259,76.98259,1,0,,0,losers,6,26,6,0,never,0,0
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,5,35,146,9,-1.501001,0,2.2530041,0,-3.3817613,0,0,1,1,,winners,6,35,10,0,only for special occasions,0,1
guayaquil,tarqui,300,0,0,1,1,0,0,0,1,0,0,1,catholic,9,34.200001,121,7,-2.204,0,4.8576159,0,-10.706185,0,1,1,,1,always-winners,4,37,9,0,4 to 6 times a week,20,1
guayaquil,tarqui,140,0,0,0,0,0,0,0,0,0,0,0,other,5,36.200001,171,12,-.27399978,0,.07507588,0,-.020570774,0,0,1,1,,winners,2,28,12,0,once a week,4,0
guayaquil,tarqui,570,0,0,0,0,0,0,0,0,0,0,0,catholic,10,32.599998,81,3,-3.6639991,0,13.42489,0,-49.188782,0,1,1,,1,always-winners,3,33,12,0,once a week,4,0
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,6,34.599998,120,8,-1.7459999,0,3.0485158,0,-5.3227081,0,0,1,1,,winners,4,36,12,0,once a week,4,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,6,36.200001,171,12,-.10899887,0,.011880754,0,-.0012949888,0,1,1,,1,always-winners,4,34,9,0,never,0,1
guayaquil,tarqui,250,0,0,0,0,0,0,0,0,0,0,0,atheist/none,0,32.599998,81,3,-3.7790008,0,14.280847,0,-53.967331,0,1,1,,1,always-winners,4,36,6,0,never,0,0
guayaquil,tarqui,800,0,0,0,0,0,0,0,0,0,0,0,atheist/none,0,40.599998,144,23,4.0180001,4.0180001,16.144325,16.144325,64.867897,64.867897,1,0,,0,losers,6,35,16,0,never,0,0
guayaquil,tarqui,250,0,0,0,0,0,0,0,0,0,0,0,catholic,4,34.599998,120,8,-1.6149994,0,2.6082232,0,-4.2122788,0,1,1,,1,always-winners,4,46,6,0,once a week,4,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,10,40.200001,116,22,3.6879983,3.6879983,13.601332,13.601332,50.161686,50.161686,1,0,,0,losers,4,45,6,0,once a week,4,0
guayaquil,tarqui,200,0,1,0,0,0,0,0,1,0,0,0,catholic,5,33.799999,112,6,-2.5840011,0,6.6770616,0,-17.253534,0,1,1,,1,always-winners,5,31,12,0,less than once a month,0,1
guayaquil,tarqui,350,0,0,1,1,1,0,0,1,0,0,0,catholic,8,40.599998,144,23,4.283999,4.283999,18.352648,18.352648,78.622719,78.622719,1,0,,0,losers,4,26,11,0,2 to 3 times a week,10,0
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,5,35,146,9,-1.5650002,0,2.4492257,0,-3.8330383,0,1,1,,1,always-winners,4,39,12,0,once a week,4,1
guayaquil,tarqui,400,1,0,0,0,0,0,0,1,0,0,1,catholic,6,35.799999,117,11,-.52499926,0,.27562422,0,-.14470251,0,1,1,,1,always-winners,3,40,8,0,once a month,1,1
guayaquil,tarqui,360,0,0,0,0,0,0,0,0,0,0,0,catholic,7,39,110,19,2.4940019,2.4940019,6.2200451,6.2200451,15.512805,15.512805,1,0,,0,losers,7,43,15,0,once a week,4,0
guayaquil,tarqui,250,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,8,35.400002,120,10,-1.0339981,0,1.0691521,0,-1.1055013,0,1,1,,1,always-winners,6,28,6,1,2 to 3 times a week,10,1
guayaquil,tarqui,350,1,0,0,0,1,1,0,0,0,0,0,non-catholic christian,10,39.400002,133,20,2.9480004,2.9480004,8.6907063,8.6907063,25.620207,25.620207,1,0,,0,losers,4,38,8,1,every day,30,0
guayaquil,tarqui,350,0,0,0,0,0,0,0,0,0,0,0,catholic,10,33,102,4,-3.5459991,0,12.574109,0,-44.58778,0,1,1,,1,always-winners,3,34,12,0,once a month,1,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,6,38.200001,139,17,1.6529983,1.6529983,2.7324035,2.7324035,4.5166583,4.5166583,1,0,,0,losers,7,55,1,0,less than once a month,0,0
guayaquil,tarqui,400,0,0,0,1,0,0,0,0,0,0,1,non-catholic christian,8,35.799999,117,11,-.59499896,0,.35402375,0,-.21064377,0,0,1,1,,winners,6,58,8,1,less than once a month,0,1
guayaquil,tarqui,600,1,0,0,0,0,0,0,0,0,0,0,catholic,7,40.599998,144,23,4.0090013,4.0090013,16.07209,16.07209,64.433037,64.433037,1,0,,0,losers,5,52,6,0,2 to 3 times a month,2.5,0
guayaquil,tarqui,180,1,1,1,1,1,1,0,0,0,1,0,catholic,7,39.799999,139,21,3.2829995,3.2829995,10.778086,10.778086,35.384449,35.384449,1,0,,0,losers,3,49,8,0,2 to 3 times a month,2.5,0
guayaquil,tarqui,250,0,0,0,0,1,0,0,0,0,0,0,catholic,8,33,102,4,-3.4940009,0,12.208042,0,-42.654911,0,0,1,1,,winners,2,34,6,0,once a week,4,0
guayaquil,tarqui,200,0,0,0,0,1,0,0,1,0,1,0,catholic,10,34.599998,120,8,-1.8050019,0,3.2580316,0,-5.880753,0,1,1,,1,always-winners,2,54,6,0,2 to 3 times a week,10,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,9,40.200001,116,22,3.6859994,3.6859994,13.586592,13.586592,50.08017,50.08017,1,0,,0,losers,2,50,12,1,2 to 3 times a week,10,0
guayaquil,tarqui,180,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,4,34.200001,121,7,-2.3939986,0,5.7312293,0,-13.720555,0,1,1,,1,always-winners,3,46,9,1,once a week,4,1
guayaquil,tarqui,52,0,1,0,1,0,0,1,0,0,0,0,catholic,4,36.200001,171,12,-.071000673,0,.0050410954,0,-.00035792118,0,1,1,,1,always-winners,3,37,18,0,less than once a month,0,0
guayaquil,tarqui,150,0,0,0,0,0,0,0,0,0,0,0,catholic,9,38.200001,139,17,1.8500007,1.8500007,3.4225028,3.4225028,6.3316326,6.3316326,1,0,,0,losers,3,38,12,0,once a week,4,0
guayaquil,tarqui,400,0,0,0,0,0,0,0,0,0,0,0,catholic,7,33.799999,112,6,-2.7619987,0,7.6286364,0,-21.070284,0,1,1,,1,always-winners,5,33,10,0,4 to 6 times a week,20,1
guayaquil,tarqui,250,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,9,33.799999,112,6,-2.4260001,0,5.8854766,0,-14.278167,0,1,1,,1,always-winners,6,40,12,1,2 to 3 times a week,10,1
guayaquil,tarqui,150,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,10,32.599998,81,3,-3.7489982,0,14.054987,0,-52.69212,0,1,1,,1,always-winners,5,30,12,1,4 to 6 times a week,20,1
guayaquil,tarqui,200,0,0,0,0,0,0,0,1,0,0,0,non-catholic christian,5,35.799999,117,11,-.62899935,0,.39564019,0,-.24885742,0,1,1,,1,always-winners,4,34,6,1,2 to 3 times a week,10,1
guayaquil,tarqui,500,0,0,0,0,0,0,0,0,0,0,0,catholic,6,40.599998,144,23,4.1150002,4.1150002,16.933228,16.933228,69.680237,69.680237,1,0,,0,losers,7,55,2,0,only for special occasions,0,0
guayaquil,tarqui,250,0,0,0,0,0,0,0,1,0,0,0,catholic,4,35.400002,120,10,-1.1719986,0,1.3735808,0,-1.6098348,0,0,1,1,,winners,3,45,6,0,less than once a month,0,1
guayaquil,tarqui,550,0,0,0,0,0,0,0,0,0,0,0,catholic,5,37.799999,110,16,1.5699981,1.5699981,2.4648943,2.4648943,3.8698792,3.8698792,1,0,,0,losers,4,38,15,0,once a month,1,0
guayaquil,tarqui,300,0,0,0,0,0,0,0,1,0,0,0,non-catholic christian,10,32.599998,81,3,-3.8970008,0,15.186615,0,-59.182251,0,1,1,,1,always-winners,5,45,6,1,4 to 6 times a week,20,1
guayaquil,tarqui,400,1,1,0,0,0,0,0,0,0,0,0,catholic,10,39.400002,133,20,3.151999,3.151999,9.9350977,9.9350977,31.315418,31.315418,1,0,,0,losers,4,46,6,0,once a month,1,0
guayaquil,tarqui,400,0,0,0,0,0,0,0,0,0,0,0,catholic,5,39.799999,139,21,3.4029984,3.4029984,11.580399,11.580399,39.408077,39.408077,1,0,,0,losers,5,41,6,0,only for special occasions,0,0
guayaquil,tarqui,350,0,0,0,0,0,0,0,0,0,0,0,catholic,7,38.200001,139,17,1.794001,1.794001,3.2184396,3.2184396,5.7738838,5.7738838,1,0,,0,losers,6,40,12,0,2 to 3 times a week,10,0
guayaquil,tarqui,400,0,0,0,0,0,0,0,0,0,0,0,catholic,8,37.799999,110,16,1.5910019,1.5910019,2.531287,2.531287,4.0272822,4.0272822,1,0,,0,losers,5,34,8,0,once a week,4,0
guayaquil,tarqui,250,0,0,0,0,0,0,0,1,0,0,0,non-catholic christian,5,34.200001,121,7,-2.2020011,0,4.8488088,0,-10.677082,0,1,1,,1,always-winners,5,42,6,1,once a week,4,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,catholic,8,33,102,4,-3.2870002,0,10.80437,0,-35.513966,0,1,1,,1,always-winners,7,41,1,0,2 to 3 times a month,2.5,0
guayaquil,tarqui,400,0,0,0,0,0,0,0,1,0,1,0,non-catholic christian,1,39,110,19,2.6579995,2.6579995,7.0649614,7.0649614,18.778664,18.778664,1,0,,0,losers,4,26,10,1,only for special occasions,0,0
guayaquil,tarqui,250,0,0,0,0,0,0,0,0,0,0,0,catholic,10,40.200001,116,22,3.6770005,3.6770005,13.520333,13.520333,49.714272,49.714272,1,0,,0,losers,2,50,6,0,once a week,4,0
guayaquil,tarqui,260,0,0,0,0,0,0,0,0,0,0,0,catholic,10,37.799999,110,16,1.3099998,1.3099998,1.7160995,1.7160995,2.24809,2.24809,1,0,,0,losers,4,65,1,0,2 to 3 times a week,10,0
guayaquil,tarqui,450,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,6,39.400002,133,20,3.1050019,3.1050019,9.641037,9.641037,29.935438,29.935438,1,0,,0,losers,4,48,7,1,once a week,4,0
guayaquil,tarqui,350,0,0,0,0,1,0,0,0,0,0,0,catholic,10,39,110,19,2.6459985,2.6459985,7.001308,7.001308,18.52545,18.52545,1,0,,0,losers,4,37,6,0,once a month,1,0
guayaquil,tarqui,500,0,0,0,0,0,0,0,0,0,0,0,catholic,8,40.200001,116,22,3.8770013,3.8770013,15.031139,15.031139,58.275745,58.275745,1,0,,0,losers,4,44,10,0,less than once a month,0,0
guayaquil,tarqui,310,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,3,33.400002,113,5,-3.177999,0,10.099678,0,-32.096767,0,0,1,1,,winners,6,29,11,1,only for special occasions,0,1
guayaquil,tarqui,300,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,8,35.400002,120,10,-1.073999,0,1.153474,0,-1.23883,0,1,1,,1,always-winners,3,38,6,1,once a month,1,1
guayaquil,tarqui,150,0,0,0,0,0,0,0,0,0,0,0,catholic,9,34.599998,120,8,-1.9339997,0,3.7403548,0,-7.2338448,0,1,1,,1,always-winners,2,61,0,0,once a week,4,1
guayaquil,tarqui,200,0,0,0,0,0,0,0,0,0,0,0,catholic,8,38.200001,139,17,1.630999,1.630999,2.6601577,2.6601577,4.3387146,4.3387146,1,0,,0,losers,5,50,6,0,once a week,4,0
guayaquil,tarqui,250,0,0,1,0,1,0,0,1,0,0,0,catholic,9,34.599998,120,8,-1.8989998,0,3.6062002,0,-6.8481736,0,1,1,,1,always-winners,6,38,12,0,once a week,4,1
guayaquil,tarqui,150,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,3,32.599998,81,3,-3.9110007,0,15.295927,0,-59.82238,0,0,1,1,,winners,2,60,0,1,once a month,1,0
guayaquil,tarqui,250,0,0,0,0,0,0,0,1,0,0,0,catholic,3,40.200001,116,22,3.6420007,3.6420007,13.264169,13.264169,48.308113,48.308113,1,0,,0,losers,4,38,8,0,only for special occasions,0,0
guayaquil,tarqui,400,0,1,0,0,0,0,0,0,0,0,0,catholic,4,37.400002,103,15,1.1159996,1.1159996,1.245455,1.245455,1.3899273,1.3899273,1,0,,0,losers,8,37,6,0,2 to 3 times a month,2.5,0
guayaquil,tarqui,100,0,0,0,0,0,0,0,0,0,0,0,catholic,10,35.799999,117,11,-.44899902,0,.20160012,0,-.090518251,0,0,1,1,,winners,2,60,3,0,every day,30,1
guayaquil,tarqui,500,0,0,0,0,0,0,0,0,0,0,0,catholic,5,35.799999,117,11,-.79699862,0,.63520682,0,-.50625896,0,1,1,,1,always-winners,8,48,8,0,only for special occasions,0,1
guayaquil,febres cordero,250,0,0,0,0,0,0,0,0,0,0,0,other,5,36.200001,171,12,-.39100036,0,.15288128,0,-.059776638,0,0,1,1,,winners,3,35,6,0,never,0,1
guayaquil,febres cordero,450,0,0,0,0,1,0,0,1,0,0,0,catholic,5,35.799999,117,11,-.4409996,0,.19448064,0,-.085765883,0,0,1,1,,winners,4,55,12,0,2 to 3 times a month,2.5,1
guayaquil,tarqui,260,0,0,0,0,0,0,0,0,0,0,0,atheist/none,0,33.799999,112,6,-2.7819991,0,7.7395191,0,-21.531336,0,1,1,,1,always-winners,5,40,1,0,never,0,1
guayaquil,tarqui,200,0,0,0,0,0,0,0,0,0,0,0,catholic,5,38.200001,139,17,1.8469986,1.8469986,3.4114037,3.4114037,6.300858,6.300858,1,0,,0,losers,5,33,10,0,once a month,1,0
guayaquil,tarqui,250,0,0,0,0,0,0,0,0,0,0,0,catholic,10,40.200001,116,22,3.6239991,3.6239991,13.133369,13.133369,47.595322,47.595322,1,0,,0,losers,5,42,9,0,once a week,4,0
guayaquil,tarqui,315,0,0,0,0,0,0,0,0,0,0,0,catholic,8,38.200001,139,17,1.9470009,1.9470009,3.7908123,3.7908123,7.3807149,7.3807149,1,0,,0,losers,4,37,8,0,only for special occasions,0,0
guayaquil,tarqui,350,0,0,0,1,0,0,0,1,0,0,0,catholic,9,35.799999,117,11,-.63400042,0,.40195653,0,-.25484061,0,1,1,,1,always-winners,6,54,6,0,2 to 3 times a week,10,1
guayaquil,tarqui,220,0,0,0,0,1,0,0,0,0,0,0,catholic,10,40.599998,144,23,4.3300004,4.3300004,18.748903,18.748903,81.182762,81.182762,1,0,,0,losers,3,32,6,0,never,0,0
guayaquil,tarqui,400,1,1,1,1,1,1,1,1,0,1,0,catholic,6,35.400002,120,10,-.80199969,0,.6432035,0,-.51584899,0,0,1,1,,winners,6,53,7,0,once a week,4,0
guayaquil,tarqui,500,0,0,0,0,0,0,0,0,0,0,1,catholic,7,40.200001,116,22,3.644999,3.644999,13.286018,13.286018,48.427521,48.427521,1,0,,0,losers,4,37,13,0,2 to 3 times a month,2.5,0
guayaquil,tarqui,200,0,0,0,0,0,0,0,0,0,0,0,catholic,9,39.799999,139,21,3.2479997,3.2479997,10.549501,10.549501,34.264778,34.264778,1,0,,0,losers,5,32,9,0,once a month,1,0
guayaquil,tarqui,400,0,0,0,0,0,0,0,0,0,0,0,catholic,5,35,146,9,-1.5830017,0,2.5058944,0,-3.9668353,0,0,1,1,,winners,5,28,12,0,less than once a month,0,1
guayaquil,tarqui,200,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,6,40.599998,144,23,4.0329995,4.0329995,16.265085,16.265085,65.597084,65.597084,1,0,,0,losers,4,32,12,1,only for special occasions,0,0
guayaquil,tarqui,250,0,0,0,0,0,0,0,0,0,0,0,catholic,7,39.400002,133,20,2.9429994,2.9429994,8.6612453,8.6612453,25.49004,25.49004,1,0,,0,losers,5,50,6,0,once a week,4,0
guayaquil,tarqui,300,0,0,0,1,0,0,0,0,0,0,0,non-catholic christian,4,32.200001,94,2,-4.3309989,0,18.757551,0,-81.238937,0,1,1,,1,always-winners,7,23,6,1,only for special occasions,0,1
